"Pos","Rider","Country","Team","Result","result_type","result_class","result_seconds","duration","stage_date","race_id","stage_id"
"1","Tomas Medek","Cze",NA,0,"time","Results","2450S",2450,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"1","Tomas Medek","Cze",NA,0,"time","Results","2450S",2450,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"2","Maxim Panis","Bel",NA,0,"time","Results","52S",2502,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"2","Maxim Panis","Bel",NA,0,"time","Results","52S",2502,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"3","Jakub Skala","Cze",NA,0,"time","Results","96S",2546,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"3","Jakub Skala","Cze",NA,0,"time","Results","96S",2546,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"4","Massimo Morabito","Ita",NA,0,"time","Results","185S",2635,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"4","Massimo Morabito","Ita",NA,0,"time","Results","185S",2635,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"5","Petr Hampl","Cze",NA,0,"time","Results","309S",2759,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"5","Petr Hampl","Cze",NA,0,"time","Results","309S",2759,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"6","Jimmy Reinert","Lux",NA,0,"time","Results","410S",2860,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"6","Jimmy Reinert","Lux",NA,0,"time","Results","410S",2860,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"7","Pol Flesch","Lux",NA,0,"time","Results","0S",2860,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"7","Pol Flesch","Lux",NA,0,"time","Results","0S",2860,"2010-01-01","race_2010_0003","race_2010_0003_s01"
"1","Marianne Vos","Ned",NA,0,"time","Results","2590S",2590,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"1","Marianne Vos","Ned",NA,0,"time","Results","2590S",2590,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"2","Pavla Havlikova","Cze",NA,0,"time","Results","145S",2735,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"2","Pavla Havlikova","Cze",NA,0,"time","Results","145S",2735,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"3","Lucie ChainelLefevre","Fra",NA,0,"time","Results","168S",2758,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"3","Lucie ChainelLefevre","Fra",NA,0,"time","Results","168S",2758,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"4","Nikki Harris","GBr",NA,0,"time","Results","178S",2768,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"4","Nikki Harris","GBr",NA,0,"time","Results","178S",2768,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"5","Joyce Vanderbeken","Bel",NA,0,"time","Results","388S",2978,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"5","Joyce Vanderbeken","Bel",NA,0,"time","Results","388S",2978,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"6","Perrine Philippe","Fra",NA,0,"time","Results","478S",3068,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"6","Perrine Philippe","Fra",NA,0,"time","Results","478S",3068,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"7","Nicole De Bie Leyten","Bel",NA,0,"time","Results","494S",3084,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"7","Nicole De Bie Leyten","Bel",NA,0,"time","Results","494S",3084,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"8","Christine Vardaros","USA",NA,0,"time","Results","585S",3175,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"8","Christine Vardaros","USA",NA,0,"time","Results","585S",3175,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"9","Daniela Bresciani","Ita",NA,0,"time","Results","630S",3220,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"9","Daniela Bresciani","Ita",NA,0,"time","Results","630S",3220,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"10","Camille Darcel","Fra",NA,0,"time","Results","0S",3220,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"10","Camille Darcel","Fra",NA,0,"time","Results","0S",3220,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"11","Nicoletta Bresciani","Ita",NA,0,"time","Results","0S",3220,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"11","Nicoletta Bresciani","Ita",NA,0,"time","Results","0S",3220,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"12","AnneMarie Schmitt","Lux",NA,0,"time","Results","0S",3220,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"12","AnneMarie Schmitt","Lux",NA,0,"time","Results","0S",3220,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"13","Christine Kovelter","Lux",NA,0,"time","Results","0S",3220,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"13","Christine Kovelter","Lux",NA,0,"time","Results","0S",3220,"2010-01-01","race_2010_0003","race_2010_0003_s02"
"1","Steve Chainel","Fra","Bbox Bouygues Telecom",0,"time","Results","3540S",3540,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"1","Steve Chainel","Fra","Bbox Bouygues Telecom",0,"time","Results","3540S",3540,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"2","Nicolas Bazin","Fra","CC Villeneuve St Germain",0,"time","Results","14S",3554,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"2","Nicolas Bazin","Fra","CC Villeneuve St Germain",0,"time","Results","14S",3554,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"3","Jonathan Page","USA","Planet Bike",0,"time","Results","0S",3554,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"3","Jonathan Page","USA","Planet Bike",0,"time","Results","0S",3554,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"4","Cristian Cominelli","Ita",NA,0,"time","Results","155S",3695,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"4","Cristian Cominelli","Ita",NA,0,"time","Results","155S",3695,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"5","Romain Lejeune","Fra",NA,0,"time","Results","164S",3704,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"5","Romain Lejeune","Fra",NA,0,"time","Results","164S",3704,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"6","Stijn Huys","Bel",NA,0,"time","Results","168S",3708,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"6","Stijn Huys","Bel",NA,0,"time","Results","168S",3708,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"7","Romain Lejeune","Fra",NA,0,"time","Results","198S",3738,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"7","Romain Lejeune","Fra",NA,0,"time","Results","198S",3738,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"8","Johannes Sickmuller","Ger","Stevens Racing Team",0,"time","Results","234S",3774,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"8","Johannes Sickmuller","Ger","Stevens Racing Team",0,"time","Results","234S",3774,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"9","Ondrej Bambula","Cze",NA,0,"time","Results","244S",3784,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"9","Ondrej Bambula","Cze",NA,0,"time","Results","244S",3784,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"10","David Pagnier","Fra","CC Villeneuve St Germain",0,"time","Results","257S",3797,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"10","David Pagnier","Fra","CC Villeneuve St Germain",0,"time","Results","257S",3797,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"11","Vladimir Kyzivat","Cze",NA,0,"time","Results","279S",3819,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"11","Vladimir Kyzivat","Cze",NA,0,"time","Results","279S",3819,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"12","Kamil Ausbuher","Cze",NA,0,"time","Results","287S",3827,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"12","Kamil Ausbuher","Cze",NA,0,"time","Results","287S",3827,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"13","Bjorn Rondelez","Bel",NA,0,"time","Results","309S",3849,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"13","Bjorn Rondelez","Bel",NA,0,"time","Results","309S",3849,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"14","Vaclav Metlicka","Svk",NA,0,"time","Results","312S",3852,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"14","Vaclav Metlicka","Svk",NA,0,"time","Results","312S",3852,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"15","Pascal Triebel","Lux","LC Tetange",0,"time","Results","352S",3892,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"15","Pascal Triebel","Lux","LC Tetange",0,"time","Results","352S",3892,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"16","Sascha Wagner","Ger","RFC Freilauf Rossbach",0,"time","Results","386S",3926,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"16","Sascha Wagner","Ger","RFC Freilauf Rossbach",0,"time","Results","386S",3926,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"17","Tom Vannoppen","Bel",NA,0,"time","Results","412S",3952,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"17","Tom Vannoppen","Bel",NA,0,"time","Results","412S",3952,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"18","Petr Novotny","Cze",NA,0,"time","Results","441S",3981,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"18","Petr Novotny","Cze",NA,0,"time","Results","441S",3981,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"19","Marco Ponta","Ita",NA,0,"time","Results","0S",3981,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"19","Marco Ponta","Ita",NA,0,"time","Results","0S",3981,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"20","Jerome Junker","Lux","VV Tooltime Preizerdaul",0,"time","Results","468S",4008,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"20","Jerome Junker","Lux","VV Tooltime Preizerdaul",0,"time","Results","468S",4008,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"21","Pascal Perrin","Fra","ASPTT Nancy",0,"time","Results","517S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"21","Pascal Perrin","Fra","ASPTT Nancy",0,"time","Results","517S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"22","Kaj Slenter","Ned",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"22","Kaj Slenter","Ned",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"23","Jiri Podrazil","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"23","Jiri Podrazil","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"24","Kris Lapere","Bel",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"24","Kris Lapere","Bel",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"25","Constantino Fernandez","Lux","LG Belvaux",0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"25","Constantino Fernandez","Lux","LG Belvaux",0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"26","Sebastien Hansen","Fra",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"26","Sebastien Hansen","Fra",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"27","Josef Soukup","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"27","Josef Soukup","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"28","David Menger","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"28","David Menger","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"29","Adrien Pascal","Fra",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"29","Adrien Pascal","Fra",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"30","Michael Vlcek","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"30","Michael Vlcek","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"31","Stanislav Bambula","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"31","Stanislav Bambula","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"32","Martin Hunal","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"32","Martin Hunal","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"33","Tomas Janosek","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"33","Tomas Janosek","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"34","Christian Joachim","Lux","UC Dippach",0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"34","Christian Joachim","Lux","UC Dippach",0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"35","Kim Michely","Lux","LC Tetange",0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"35","Kim Michely","Lux","LC Tetange",0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"36","David Kasek","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"36","David Kasek","Cze",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"37","Philipp Butzow","Lux","UC Dippach",0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"37","Philipp Butzow","Lux","UC Dippach",0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"38","Julien Theron","Fra",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"38","Julien Theron","Fra",NA,0,"time","Results","0S",4057,"2010-01-01","race_2010_0003","race_2010_0003_s03"
"1","Laurens Sweeck","Bel",NA,0,"time","Full results","2693S",2693,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"1","Laurens Sweeck","Bel",NA,0,"time","Full results","2693S",2693,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"2","Yannick Eckmann","USA",NA,0,"time","Full results","86S",2779,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"2","Yannick Eckmann","USA",NA,0,"time","Full results","86S",2779,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"3","Diether Sweeck","Bel",NA,0,"time","Full results","97S",2790,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"3","Diether Sweeck","Bel",NA,0,"time","Full results","97S",2790,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"4","Floris De Tier","Bel",NA,0,"time","Full results","99S",2792,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"4","Floris De Tier","Bel",NA,0,"time","Full results","99S",2792,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"5","Timo Verschueren","Bel",NA,0,"time","Full results","215S",2908,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"5","Timo Verschueren","Bel",NA,0,"time","Full results","215S",2908,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"6","Lorenzo Pepermans","Bel",NA,0,"time","Full results","247S",2940,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"6","Lorenzo Pepermans","Bel",NA,0,"time","Full results","247S",2940,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"7","Skyler Trujillo","USA",NA,0,"time","Full results","265S",2958,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"7","Skyler Trujillo","USA",NA,0,"time","Full results","265S",2958,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"8","Gabriel Chavanne","Swi",NA,0,"time","Full results","269S",2962,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"8","Gabriel Chavanne","Swi",NA,0,"time","Full results","269S",2962,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"9","Twan Brusselman","Bel",NA,0,"time","Full results","339S",3032,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"9","Twan Brusselman","Bel",NA,0,"time","Full results","339S",3032,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"10","Jeffrey Bahson","USA",NA,0,"time","Full results","342S",3035,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"10","Jeffrey Bahson","USA",NA,0,"time","Full results","342S",3035,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"11","Nick van Dijke","Ned",NA,0,"time","Full results","395S",3088,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"11","Nick van Dijke","Ned",NA,0,"time","Full results","395S",3088,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"12","Stijn Gielen","Bel",NA,0,"time","Full results","437S",3130,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"12","Stijn Gielen","Bel",NA,0,"time","Full results","437S",3130,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"13","Mike Van Aken","Bel",NA,0,"time","Full results","447S",3140,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"13","Mike Van Aken","Bel",NA,0,"time","Full results","447S",3140,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"14","Olivier Vandevyver","Bel",NA,0,"time","Full results","462S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"14","Olivier Vandevyver","Bel",NA,0,"time","Full results","462S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"15","Joni Geeraerts","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"15","Joni Geeraerts","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"16","Robin Van den Bruel","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"16","Robin Van den Bruel","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"17","Bryan Borowski","Ned",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"17","Bryan Borowski","Ned",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"18","Birger Vandael","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"18","Birger Vandael","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"19","Sibe Smets","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"19","Sibe Smets","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"20","Alexander Verslegers","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"20","Alexander Verslegers","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"21","Jonas Van Rensbergen","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"21","Jonas Van Rensbergen","Bel",NA,0,"time","Full results","0S",3155,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"1","Matthias Van de Velde","Bel",NA,0,"time","Newcomers","1993S",1993,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"1","Matthias Van de Velde","Bel",NA,0,"time","Newcomers","1993S",1993,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"2","Daan Soete","Bel",NA,0,"time","Newcomers","28S",2021,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"2","Daan Soete","Bel",NA,0,"time","Newcomers","28S",2021,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"3","Jens Van Rompaey","Bel",NA,0,"time","Newcomers","142S",2135,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"3","Jens Van Rompaey","Bel",NA,0,"time","Newcomers","142S",2135,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"4","Jelto Veroft","Bel",NA,0,"time","Newcomers","157S",2150,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"4","Jelto Veroft","Bel",NA,0,"time","Newcomers","157S",2150,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"5","Kenny Schellens","Bel",NA,0,"time","Newcomers","180S",2173,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"5","Kenny Schellens","Bel",NA,0,"time","Newcomers","180S",2173,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"6","Samuel Lowe","GBr",NA,0,"time","Newcomers","200S",2193,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"6","Samuel Lowe","GBr",NA,0,"time","Newcomers","200S",2193,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"7","Jochem Verbeek","Bel",NA,0,"time","Newcomers","204S",2197,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"7","Jochem Verbeek","Bel",NA,0,"time","Newcomers","204S",2197,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"8","Pjotr van Beek","Ned",NA,0,"time","Newcomers","234S",2227,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"8","Pjotr van Beek","Ned",NA,0,"time","Newcomers","234S",2227,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"9","Kevin Panhuyzen","Bel",NA,0,"time","Newcomers","254S",2247,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"9","Kevin Panhuyzen","Bel",NA,0,"time","Newcomers","254S",2247,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"10","Kenneth Van Dessel","Bel",NA,0,"time","Newcomers","298S",2291,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"10","Kenneth Van Dessel","Bel",NA,0,"time","Newcomers","298S",2291,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"11","Jochen Vervoort","Bel",NA,0,"time","Newcomers","307S",2300,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"11","Jochen Vervoort","Bel",NA,0,"time","Newcomers","307S",2300,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"12","Glenn Vissers","Bel",NA,0,"time","Newcomers","324S",2317,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"12","Glenn Vissers","Bel",NA,0,"time","Newcomers","324S",2317,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"13","Jorne Kockaerts","Bel",NA,0,"time","Newcomers","0S",2317,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"13","Jorne Kockaerts","Bel",NA,0,"time","Newcomers","0S",2317,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"14","Glenn Lens","Bel",NA,0,"time","Newcomers","362S",2355,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"14","Glenn Lens","Bel",NA,0,"time","Newcomers","362S",2355,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"15","Kevin Dupont","Bel",NA,0,"time","Newcomers","387S",2380,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"15","Kevin Dupont","Bel",NA,0,"time","Newcomers","387S",2380,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"16","Stef Goormans","Bel",NA,0,"time","Newcomers","469S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"16","Stef Goormans","Bel",NA,0,"time","Newcomers","469S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"17","Niels Buysen","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"17","Niels Buysen","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"18","Thomas Smans","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"18","Thomas Smans","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"19","Tjendo De Baere","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"19","Tjendo De Baere","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"20","Wouter Van Engeland","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"20","Wouter Van Engeland","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"21","Hans Raeymaekers","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"21","Hans Raeymaekers","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"22","Lander Jespers","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"22","Lander Jespers","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"23","Leroy Verslegers","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"23","Leroy Verslegers","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"24","Keshia Verbeeck","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"24","Keshia Verbeeck","Bel",NA,0,"time","Newcomers","0S",2462,"2010-01-01","race_2010_0004","race_2010_0004_s01"
"1","Tom Meeusen","Bel","Telenet Fidea Cycling Team",0,"time","Full results","3281S",3281,"2010-01-01","race_2010_0004","race_2010_0004_s02"
"1","Tom Meeusen","Bel","Telenet Fidea Cycling Team",0,"time","Full results","3281S",3281,"2010-01-01","race_2010_0004","race_2010_0004_s02"
"2","Joeri Adams","Bel","Rabobank",0,"time","Full results","65S",3346,"2010-01-01","race_2010_0004","race_2010_0004_s02"
"2","Joeri Adams","Bel","Rabobank",0,"time","Full results","65S",3346,"2010-01-01","race_2010_0004","race_2010_0004_s02"
"3","Jan Denuwelaere","Bel","Rendement Hypo Cyclingteam VZW",0,"time","Full results","73S",3354,"2010-01-01","race_2010_0004","race_2010_0004_s02"
"3","Jan Denuwelaere","Bel","Rendement Hypo Cyclingteam VZW",0,"time","Full results","73S",3354,"2010-01-01","race_2010_0004","race_2010_0004_s02"
"4","Kenneth Van Compernolle","Bel","SunwebProjob",0,"time","Full results","75S",3356,"2010-01-01","race_2010_0004","race_2010_0004_s02"
"4","Kenneth Van Compernolle","Bel","SunwebProjob",0,"time","Full results","75S",3356,"2010-01-01","race_2010_0004","race_2010_0004_s02"
"5","Robert Gavenda","Svk","Telenet Fidea Cycling Team",0,"time","Full results","129S",3410,"2010-01-01","race_2010_0004","race_2010_0004_s02"
"5","Robert Gavenda","Svk","Telenet Fidea Cycling Team",0,"time","Full results","129S",3410,"2010-01-01","race_2010_0004","race_2010_0004_s02"
"6","Stef Boden","Bel","AA Drink Cycling Team",0,"time","Full results","144S",3425,"2010-01-01","race_2010_0004","race_2010_0004_s02"
"6","Stef Boden","Bel","AA Drink Cycling Team",0,"time","Full results","144S",3425,"2010-01-01","race_2010_0004","race_2010_0004_s02"
