"Pos","Rider","Country","Team","Result","result_type","result_class","result_seconds","duration","stage_date","race_id","stage_id"
"1","Erica Zaveta","Brevard College",NA,0,"time","Collegiate women division 2","2697S",2697,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"2","Christina Birch","Massachusetts Institute Of Technology",NA,0,"time","Collegiate women division 2","77S",2774,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"3","Rebecca Gross","University Of Denver",NA,0,"time","Collegiate women division 2","129S",2826,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"4","Allison Arensman","Mars Hill College",NA,0,"time","Collegiate women division 2","368S",3065,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"5","Bailey Semian","Kutztown University Of Pennsylvania",NA,0,"time","Collegiate women division 2","369S",3066,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"6","Katy Applin","Wake Forest University",NA,0,"time","Collegiate women division 2","787S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Addyson Albershardt","Mars Hill College",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Ariana Dittmer","Colorado Mesa University",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Laura Rice","Mars Hill College",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Catherine Watkins","Loyola UniversityChicago",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Nicole Miranda","Brevard College",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Stacy Norris","Colorado Mesa University",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Lexie Millard","Colorado Mesa University",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Sarah Felpel","Mars Hill College",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Kara Uhl","Union CollegeKy",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Allyson Beach","Case Western Reserve University",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Mary Martinez","Union CollegeKy",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-1lap","Jana Eilermann","Brevard College",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"-2laps","Sarah Huber","Mars Hill College",NA,0,"time","Collegiate women division 2","0S",3484,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"DNF","Lindsay Knight","University Of Chicago",NA,0,"time","Collegiate women division 2",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s05"
"1","Logan Owen","Team Redline",NA,0,"time","Junior men 1718","2599S",2599,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"2","Curtis White","Hot Tubes Development Cycling Team Inc",NA,0,"time","Junior men 1718","118S",2717,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"3","Peter Goguen","CF Racing",NA,0,"time","Junior men 1718","144S",2743,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"4","David Lombardo","VerdigrisVillage CX TeamVillageVerdigris Cycling",NA,0,"time","Junior men 1718","270S",2869,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"5","Anders Nystrom","BYRDS",NA,0,"time","Junior men 1718","296S",2895,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"6","Josey Weik","ISCorp CyclingNCSF",NA,0,"time","Junior men 1718","300S",2899,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"7","Maxx Chance","Clif Bar Development Cross Team",NA,0,"time","Junior men 1718","316S",2915,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"8","Ian McPherson","Clif Bar Development Cross Team",NA,0,"time","Junior men 1718","340S",2939,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"9","Nolan Brady","Revel ConsultingRad Racing NW",NA,0,"time","Junior men 1718","344S",2943,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"10","Ian Haupt","My Wife Inc",NA,0,"time","Junior men 1718","370S",2969,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"11","Tyler Schwartz","SDG Felt",NA,0,"time","Junior men 1718","382S",2981,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"12","Garrett Gerchar","Boulder Junior Cycling",NA,0,"time","Junior men 1718","491S",3090,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"13","Gunner Dygert","BISSELLABGGIANTIndianapolis Cycling Club",NA,0,"time","Junior men 1718","506S",3105,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"14","John Francisco","Red Zone Cycling",NA,0,"time","Junior men 1718","523S",3122,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"15","Dylan Vance","901 Racing",NA,0,"time","Junior men 1718","571S",3170,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"16","Earl Gage","JBV Coaching",NA,0,"time","Junior men 1718","589S",3188,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"17","Ethan Furois","Gopher Wheelmen",NA,0,"time","Junior men 1718","600S",3199,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"18","Douglas Hall","The TEAM SoCalCrossThe TEAM",NA,0,"time","Junior men 1718","641S",3240,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"19","Nevin Whittemore","Boulder Junior Cycling",NA,0,"time","Junior men 1718","737S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Keegan Sotebeer","Groove SubaruAlpha Bicycle Co",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Colin Catlin","Gopher Wheelmen",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Skyler Mackey","Team Soundpony",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Nicholas Torraca","Mad Duck Racing",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Stephen Bassett","Bobs Red Mill Cyclocross TeamBobs Red Mill Cyclocross",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Nolan McQueen","Bobs Red Mill Cyclocross",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Jonathan Anderson","Essex County Velo",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","David Hart","County CyclesGopher Wheelmen",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Garrett Roth","ISCorp CyclingNCSF",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Eli Hemming","Groove SubaruAlpha Bicycle Co",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Andrew Bailey","Dean Endurance MTBPiney Flats BicyclesTri Cities Road Club",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Luke Beemer","Midwest Development Cycling Inc",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Andris Delins","County CyclesGopher Wheelmen",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Nolan Tankersley","MSG CyclocrossTri Cities Road Club",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-1lap","Isaac Jonas","KCOI U20",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","David OBrien","Revel ConsultingRad Racing NW",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","Zachary Carlson","MatrixRBMMatrix Cycling Club",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","Spencer Downing","Clif Bar Development Cross Team",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","Ryan Ramirez","The Pony Shop",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","Ryan Munko","UPMC Cycling Performance",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","Michael Gaines","Gopher Wheelmen",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","Daniel Santos","Red Zone Cycling",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","Eric Botos","BYRDS",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","Sam Winters","Dire Wolf Racing",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","Brian Gaines","Gopher Wheelmen",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","Lane Johnson","KCOI U20",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"-2laps","Cameron Hooyer","",NA,0,"time","Junior men 1718","0S",3336,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"DNF","Nathaniel Morse","Hot Tubes Development Cycling Team Inc",NA,0,"time","Junior men 1718",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"DNF","Tom Mosby","Cyclocrossracingcom",NA,0,"time","Junior men 1718",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"DNF","Jacob Schilling","Team Mack RacingTeam Mack Racing Assoc LTD",NA,0,"time","Junior men 1718",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"DNF","Taylor Squillaci","Get Out New Mexico",NA,0,"time","Junior men 1718",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s06"
"1","Yannick Eckmann","California Giant Berry FarmsSpecializedCalifornia Giant Cycling",NA,0,"time","U23 men","2682S",2682,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"2","Andrew Dillman","Bobs Red Mill Cyclocross",NA,0,"time","U23 men","2791S",5473,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"3","Tobin Ortenblad","California Giant Berry FarmsSpecializedCalifornia Giant Cycling",NA,0,"time","U23 men","2813S",5495,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"4","Skyler Trujillo","BooEnve",NA,0,"time","U23 men","2828S",5510,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"5","Joshua Johnson","Indianapolis Cycling Club",NA,0,"time","U23 men","2851S",5533,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"6","Kerry Werner","BMC U23 development MTB team",NA,0,"time","U23 men","2900S",5582,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"7","Cody Kaiser","California Giant Berry FarmsSpecializedCalifornia Giant Cycling",NA,0,"time","U23 men","2908S",5590,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"8","Samuel OKeefe","Charm City Cycling LLC",NA,0,"time","U23 men","3038S",5720,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"9","Kolby Preble","Clif Bar Development Cross Team",NA,0,"time","U23 men","3063S",5745,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"10","Kevin Fish","KCCX Fuji Elite Cyclocross Team pb Challenge Tires",NA,0,"time","U23 men","3094S",5776,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"11","Luke Haley","Bobs Red Mill Cyclocross",NA,0,"time","U23 men","3132S",5814,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"12","Chase Dickens","American Classic",NA,0,"time","U23 men","3165S",5847,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"13","Richard Cypress Gorry","Whole Athlete SpecializedWhole Athlete",NA,0,"time","U23 men","3252S",5934,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"14","Tyler Coplea","MTB PRO Team ORBEATUFF SHED",NA,0,"time","U23 men","3305S",5987,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"15","Brandon Feehery","Astellas Oncology Cycling TeamAstellas Cycling Club",NA,0,"time","U23 men","3364S",6046,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"16","Morgan Ryan","The TEAM SoCalCrossThe TEAM",NA,0,"time","U23 men","3404S",6086,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"17","Samuel Dobrozsi",NA,NA,0,"time","U23 men","3422S",6104,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"18","Luke Woodard",NA,NA,0,"time","U23 men","3433S",6115,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"19","Maxwell Ackermann",NA,NA,0,"time","U23 men","3477S",6159,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"20","Casey Hildebrandt","Twin Six",NA,0,"time","U23 men","3491S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Daniel Gerow","Wolverine Sports Club",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Zachary Bender","CycleSmart Inc",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Brian Jorgensen","LeesMcRae College",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Zachary Semian","Pure Energy CyclingProAirHFA",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Samuel Dries","Brazen Dropouts Cycling TeamBrazen Dropouts",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Johnathan Freter","Don Walker Cycles Racing",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Lewis Gaffney",NA,NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Ben Bertiger","The TEAM",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Davis Bentley","LeesMcRae College",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Kevin Burgess","Carolina Break U23Carolina Break",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Samuel Bramel","Gopher Wheelmen",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Will Massey","uneak DESIGNSCentral Velo Racing Development",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Mitch Nordahl","Team Plan C",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Justin Evans","Appalachian State University",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Caleb Welborn","Earthfarei9 pb Cyclesport ConceptsABRCAsheville Bicycle Racing Club",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"-2laps","Oliver Donkervoet","uneak DESIGNSCentral Velo Racing Development",NA,0,"time","U23 men","0S",6173,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"DNS","Zane Godby","Clif Bar Development Cross Team",NA,0,"time","U23 men",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"DNS","Innokenty Zavyalov","Basso pb Tonka CycleMinnesota Cycling Team",NA,0,"time","U23 men",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"DNS","Ezra Mullen",NA,NA,0,"time","U23 men",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"DNF","Emmanuel Goguen","CF Racing",NA,0,"time","U23 men",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"DNF","Jesse Keough","Champion System pb Keough Cyclocross Corner Cycle Cycling Club",NA,0,"time","U23 men",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"DNF","Jason Midkiff","Appalachian State University",NA,0,"time","U23 men",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"DNF","Matthew Zimmer","Velosport Iowa American Equity",NA,0,"time","U23 men",NA,NA,"2013-01-12","race_2013_0015","race_2013_0015_s07"
"1","Kerry Werner","LeesMcRae College",NA,0,"time","Collegiate men division 1","3229S",3229,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"2","Joshua Johnson","Marian University",NA,0,"time","Collegiate men division 1","43S",3272,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"3","Rotem Ishay","Fort Lewis College",NA,0,"time","Collegiate men division 1","61S",3290,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"4","Andrew Dillman","Marian University",NA,0,"time","Collegiate men division 1","115S",3344,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"5","Skyler Trujillo","Fort Lewis College",NA,0,"time","Collegiate men division 1","208S",3437,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"6","Joseph maloney","University of WisconsinMadison",NA,0,"time","Collegiate men division 1","247S",3476,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"7","Ryan Cleveland","Fort Lewis College",NA,0,"time","Collegiate men division 1","297S",3526,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"8","Devin Clark","Lindenwood University",NA,0,"time","Collegiate men division 1","306S",3535,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"9","Kolby Preble","Fort Lewis College",NA,0,"time","Collegiate men division 1","330S",3559,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"10","Jason Blodgett","Marian University",NA,0,"time","Collegiate men division 1","348S",3577,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"11","Brandon Feehery","Lindenwood University",NA,0,"time","Collegiate men division 1","454S",3683,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"12","Cody Phillips","LeesMcRae College",NA,0,"time","Collegiate men division 1","506S",3735,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"13","Robbie Jones","Fort Lewis College",NA,0,"time","Collegiate men division 1","516S",3745,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"14","Daniel Gerow","Marian University",NA,0,"time","Collegiate men division 1","568S",3797,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"15","Gunnar Bergey","LeesMcRae College",NA,0,"time","Collegiate men division 1","581S",3810,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"16","Davis Bentley","LeesMcRae College",NA,0,"time","Collegiate men division 1","600S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-1lap","Patrick Bradley","Rutgers UniversityNew BrunswickPiscataway",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Alexander Martin","University of WisconsinMadison",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Luke Woodard","Virginia Polytechnic University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Michael Sampson","Fort Lewis College",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Zachary Bender","LeesMcRae College",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Tyler Cloutier","University of Virginia",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Ben Stalker","Fort Lewis College",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Kevin Burgess","LeesMcRae College",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Brian Jorgensen","LeesMcRae College",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Ivars Grinbergs","University of ColoradoBoulder",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Logan Luker","Cumberland University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Vance Fletcher","Marian University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Michael Dutczak","University of IllinoisChicago",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Tyler Gorney","Virginia Polytechnic University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-2laps","Zach Bodhane","Colorado State University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","Greg Krieger","Colorado State University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","David Yohe","Marian University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","Alexander Meyer","University of WisconsinMadison",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","Will Massey","Virginia Polytechnic University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","Justin Evans","Appalachian State University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","Jonathan Hoopingarner","Marian University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","Taylor Ladd","Lindsey Wilson College",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","Robert Ringle","University of WisconsinMadison",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","Daniel Williams","Lindenwood University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","Thomas Schubert","Cumberland University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","Bill Mulligan","University of WisconsinMadison",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-3laps","Stephen Smith","North Carolina State UniversityRaleigh",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Baird Sills","Appalachian State University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Johnathan Freter","Lindenwood University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Paul Kumm","Colorado State University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Britton Kinnard","Cumberland University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Reed Bagley","Lindsey Wilson College",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Jordan Haffener","Kansas State University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Thomas Pofahl","North Carolina State UniversityRaleigh",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Nathan Labecki","Marian University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Clinton Mitchell","Colorado State University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Patrick Steele","Kansas State University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Forrest Raynor","North Carolina State UniversityRaleigh",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-4laps","Jason Midkiff","Appalachian State University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"-5laps","William Greene","Cumberland University",NA,0,"time","Collegiate men division 1","0S",3829,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"DNF","zachary abulencia","Lindsey Wilson College",NA,0,"time","Collegiate men division 1",NA,NA,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"DNF","Miles Hubbard","Appalachian State University",NA,0,"time","Collegiate men division 1",NA,NA,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"DNF","Nicholas Reeves","North Carolina State UniversityRaleigh",NA,0,"time","Collegiate men division 1",NA,NA,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"DNF","Andrew Llewellyn","Fort Lewis College",NA,0,"time","Collegiate men division 1",NA,NA,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"DNF","Kevin Fish","University of TexasAustin",NA,0,"time","Collegiate men division 1",NA,NA,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"DNF","Patrick Dust","Lindsey Wilson College",NA,0,"time","Collegiate men division 1",NA,NA,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"DNF","Carter Luck","LeesMcRae College",NA,0,"time","Collegiate men division 1",NA,NA,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"1","Robert Rimmer","Virginia Intermont College",NA,0,"time","Collegiate men division 2","2858S",2858,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"2","Timothy Jenkinson","Mars Hill College",NA,0,"time","Collegiate men division 2","53S",2911,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"3","Casey Hildebrandt","Ripon College",NA,0,"time","Collegiate men division 2","69S",2927,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"4","Wesley Lamberson","Union CollegeKY",NA,0,"time","Collegiate men division 2","186S",3044,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"5","Michael Michetti","University of WisconsinPlatteville",NA,0,"time","Collegiate men division 2","193S",3051,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"6","Richard Cypress Gorry","Brevard College",NA,0,"time","Collegiate men division 2","0S",3051,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"7","Lewis Gaffney","Brevard College",NA,0,"time","Collegiate men division 2","196S",3054,"2013-01-13","race_2013_0015","race_2013_0015_s08"
"8","Patric Rostel","Colorado Mesa University",NA,0,"time","Collegiate men division 2","201S",3059,"2013-01-13","race_2013_0015","race_2013_0015_s08"
